text	label	score
好美	2	0.999972
误入藕花深处	2	0.61327
不要KY大声	0	0.956829
怎么这么肥	0	0.982147
无人机加实人拍摄	2	0.929987
两者拍摄	2	0.731751
棒棒棒棒棒棒棒	2	0.998983
交院学子报道	2	0.802721
考研上岸	2	0.964439
东昌府城	1	1
俺是菏泽的菏泽曹县的	2	0.749204
一看到枣庄就想起铁道游击队	2	0.0494843
李金铭姐姐的老家济南市章丘区	2	0.906334
崂山可乐	2	0.396456
有姓初的	2	0.730821
可以直接翻地里	2	0.931269
贵的要死	0	0.999009
50块钱进去一次	0	0.472898
共享单车都被撤了所以没有自行车	1	0.21925
没什么好看的进房子得50块钱	0	0.96107
崂山可乐	2	0.396456
啤酒节我这个青岛人都不去	0	0.613804
新泰一中学生打卡	2	0.816129
德州	2	0.924812
我德州呢	2	0.472031
进度条暴露了一切	0	0.854685
QAQ画质感人	2	0.997281
耳朵怀孕了	2	0.790303
进度条暴露了一切	0	0.854686
QAQ画质感人	2	0.997281
2022	2	0.854863
房价之王聊城	0	0.309439
胖胖的朋友	2	0.997413
好可爱啊	2	0.999936
哈哈哈哈	2	0.975279
孔庙祈福九中等我	2	0.914337
孤寡孤寡孤寡	2	0.494236
白毛煮开水铁锅炖自己	1	0.561911
天鹅你礼貌吗	0	0.723775
哇是申鹤	2	0.556216
海豹刚才那个说我胖的站出来	2	0.522548
可以整个摄魂怪	2	0.981265
在我们学校每天都能看到渤海之眼	2	0.948722
渤海之眼	2	0.588456
潍坊	2	0.961593
2025复旦上医上岸	2	0.36121
最后一个有碑的好像是亮剑里的孔捷	2	0.741914
孔子大大保佑我中考上一中	2	0.970552
2023年中考必胜	2	0.944694
让子弹飞	2	0.942719
次次考试拿优秀	2	0.99681
我是shab	2	0.567776
嗨嗨嗨又来了啊	2	0.992825
航拍地铁可还行	2	0.434211
上岸	2	0.588574
趵突泉今天趵突了吗	2	0.12516
好客山东欢迎您	2	0.979558
潍坊	2	0.961593
微山人来了	1	0.876649
啊啊啊啊啊——啊啊啊	0	0.716563
济宁人来了	2	0.613401
要考什么你说啊	0	0.513977
好客山东欢迎您	2	0.979558
到山东烟台蓬莱过神仙日子	2	0.815583
好客山东欢迎您	2	0.979558
好客山东欢迎您	2	0.979558
蓬莱蓬莱我的家蓬莱朋友常来	2	0.989948
没菏泽以后不看了	0	0.994212
菏泽呢	2	0.502845
潍坊	2	0.961593
2024高考必胜	2	0.916544
我叫海豹虽然长得像狗但实际上熊是我亲戚	0	0.961998
杜甫这个我熟	2	0.542139
我是老六	2	0.833851
我想到了邻居躲猫猫游戏里的建筑	2	0.822832
菏泽	2	0.87159
菩萨慈悲开示菩萨慈悲之心感谢贵人相助	2	0.996933
统一战线	2	0.0851764
啦啦啦了一下这个视频都可以了	2	0.965015
苏通是个有能力	2	0.85165
巴巴拉巴拉嘟嘟嘟嘟嘟嘟嘟嘟嘟嘟嘟嘎嘎嘎嘟嘟嘟	2	0.956078
他喇吧不喜欢秃驴	0	0.938882
天啦旅途天去啦l	2	0.993245
痛快淋漓垃圾垃圾垃圾垃圾噜噜啦啦旅途天几句话噜突如其来垃圾广告啦旅途天也呃KTV图去了	0	0.999992
图健健康康健健康康健健康康健健康康健健康康噜啦啦	2	0.980778
图back图噜噜噜呼	2	0.628
特斯拉	2	0.490255
痛快淋漓啦就是噜噜噜啊啦噜噜	2	0.984845
天啦噜啊雷克萨斯了腿啊啦	2	0.814946
天啦噜啦就读	2	0.965594
我健健康康噜啦啦	2	0.9942
仿佛呃呃呃呃呃呃呃呃呃呃拜拜	0	0.993881
抱一抱	2	0.843166
考虑考虑突击了一次又没有问题这些是什么呢	0	0.630762
渐酒空金榼花困蓬瀛	2	0.584974
2025高考加油	2	0.997946
公主楼	2	0.953386
祖传BGM好评	2	0.993475
川军血战台儿庄	2	0.83728
趵突泉你礼貌吗	2	0.335541
趵突泉	2	0.99825
地铁这明明是天铁	0	0.8975
酒是啤酒	2	0.850224
进度条危	0	0.866514
我大济南终于来了	2	0.999482
进度条	0	0.122587
病毒	0	0.991098
BGM响起	2	0.989121
济南不配拥有名字	2	0.387462
然后海浪打过来都凉凉了	2	0.705162
有人垃圾	0	0.998938
有人扔垃圾	0	0.998318
气象观测站是败笔	0	0.954775
地理纪录片变成了生物纪录片	0	0.780116
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈	1	0.980154
晒足180天厨邦酱油美味鲜	2	0.9294
哇酷哇酷	1	1
牛逼class	2	0.939546
三军未动粮草先行	0	0.265999
楼它	2	0.83326
桥太重了	0	0.982437
寿光排面	2	0.718055
MM我上镜了	2	0.919847
宇宙寿光	2	0.962667
青岛不倒我不倒	2	0.902421
盐是工业的基础	0	0.0541173
BGM	2	0.992239
特变喜欢海沙上跑步或慢步	2	0.990247
丹麦公主楼	2	0.930411
画面壮观	2	0.999859
误入藕花深处遂装围栏以挡之	0	0.718652
全城泉乃泉城	2	0.988671
一家老小	2	0.554302
危无人机危	0	0.937239
中考必中固高宏志	2	0.943786
说好的小胖子呢 狗头	0	0.934089
曹县报道了	0	0.0232739
黄渤牌面hhh	2	0.879189
一不小心	0	0.309655
进度条危机	2	0.550498
分班重点班	2	0.852184
日上正赤如丹下有红光动摇承之或曰此东海也	2	0.471185
让海豹喝两杯笑死我了	0	0.485827
哈哈哈哈哈哈哈	2	0.974361
好美	2	0.999972
这就是山东人普遍很高的原因吧	2	0.905916
终于没了	0	0.20429
黄河之水天上来奔流到海不复回	2	0.232997
2024高考加油	2	0.997467
课本中的风景	2	0.995633
beautiful	2	0.999807
西伯利亚大天鹅	2	0.844009
beautiful	2	0.999807
崂山道士	2	0.0670183
大美山东	2	0.998277
越共探头	2	0.167283
临沂	2	0.932099
临沂四中	1	0.201778
江畔何人初见月江月何年初照人	2	0.912207
李清照防我是吧	0	0.382288
扑棱蛾子	0	0.780058
如果信仰有颜色那一定是中国红	2	0.667184
汪汪汪汪汪	2	0.954325
哈哈哈哈哈哈	2	0.914082
可可爱爱	2	0.957134
葱王争霸笑死我了	0	0.89327
吃货的家乡山东	2	0.98349
鲁EYYDS	2	0.90194
看不到龙头蜈蚣风筝可惜好大的	0	0.101856
龙王呢龙头风筝呢	2	0.776247
没有看错潍坊也临海	2	0.659565
每年都有掉下去的一定注意安全	1	0.600458
低调低调	2	0.867057
青岛的	2	0.966927
你好趵突泉	2	0.978554
bgm绝了	2	0.981475
易安你礼貌吗	0	0.868159
真.海洋生物	2	0.305935
我还以为有菏泽牡丹之乡一看进度条算了吧	0	0.996497
曹县人学校唯一一次研学就是在曲阜	2	0.93128
一览众山小	2	0.998005
笑死我了山东人表示很淦	0	0.799962
菏泽人抱着牡丹表示羡慕嫉妒恨	2	0.959611
青岛有海菏泽人羡慕死了	2	0.994034
解说真会说	2	0.00340223
开放的滨城欢迎您	2	0.950335
配乐	2	0.987171
航拍动物世界	2	0.992069
河南和山东太像了河南有的山东基本都有河南没有的山东也有河南人自卑嘤嘤嘤	2	0.791215
大美郯城我的家	2	0.997943
梁山好汉在此	2	0.872474
像便便	0	0.561096
齐桓公	2	0.600639
极限挑战脸基尼	2	0.975348
青大毕业快闪	2	0.914253
菏泽哭了	2	0.68589
临沂呢	2	0.651485
地理人来此报到	2	0.516548
跑男有一期就在这	2	0.998904
俺大潍坊	2	0.962257
我想起了范马孔子	2	0.983102
进年级前五十家人健康平安	2	0.900902
进年级前五十家人健康平安	2	0.900902
山东医学高等专科学校	1	1
也是最后一条狗头	0	0.893789
三十四中的	2	0.596229
我家在白浪河的出发点	2	0.856004
好客山东欢迎您	2	0.979558
好客山东欢迎您	2	0.979558
好客山东欢迎您	2	0.979558
好客山东欢迎您	2	0.979558
好客山东欢迎您	2	0.979558
好客山东欢迎您	2	0.979558
好客山东欢迎您	2	0.979558
好客山东欢迎您	2	0.979558
好客山东欢迎您	2	0.979558
好客山东欢迎您	2	0.979558
好客山东欢迎您	2	0.979558
来好客东营观黄蓝交汇	2	0.806957
东营欢迎你	2	0.945348
黄河入海我们回家	2	0.989792
旭旭宝宝是东营广饶一中的	2	0.841663
黄河入海我们回家	2	0.989792
大东营排面	2	0.778156
爱心	2	0.999176
在我们学校每天都能看到渤海之眼	2	0.948722
潍坊新纪元人打卡	2	0.942525
狗	0	0.996926
大了亿点	0	0.467454
逢考必过	2	0.997138
熬夜看的哈哈哈	2	0.99927
熬夜看的哈哈	2	0.999592
菏泽菏泽菏泽菏泽菏泽菏泽菏泽菏泽菏泽菏泽菏泽菏泽菏泽菏泽	2	0.176671
好方啊	2	0.99054
社戏	2	0.644681
是菏泽不配吗	0	0.977912
微山湖上静悄悄	2	0.853952
求重点	2	0.76338
箍拥哈哈哈哈	2	0.967118
泰安一中暑假作业	2	0.940323
QAQ画质感人	2	0.997281
济宁的呜呜呜	2	0.835943
2024上岸西电	2	0.803309
那一大条是海带吗	0	0.824764
张殊墨我爱你	2	0.999638
被考过这题服了	0	0.964803
潍坊的羡慕了	2	0.999088
日本排核废水后洗个毛	0	0.982613
银色地膜反射光使平果底部受热	2	0.678512
大葱根系浅	0	0.222792
山东寿光最大的蔬菜流通地	2	0.885828
中国四大蔬菜种植基地是山东寿光、山东烟台、山东莘县以及河北张北其中山东寿光是最大的蔬菜流通地山东烟台是最大的蔬菜出口地山东莘县是最大的蔬菜种植地河北张北是夏季最大的蔬菜基地	2	0.943828
交通便利半小时生活圈	2	0.98103
问青岛啤酒工业区位因素	0	0.394952
脸基尼防晒防海蜇	2	0.938721
山东菏泽的	2	0.863385
运河之都孔孟之乡济宁	2	0.834638
盐焗海带真的好吃	2	0.986921
考点历史悠久	2	0.991711
我的老家	2	0.999387
人这么多脚步都不统一怎么共振	0	0.865244
子母河	2	0.352532
高考加油必胜	2	0.990749
好漂亮诶	2	0.999923
孤零零	0	0.126819
亿不小心	0	0.932141
面积不大	0	0.915138
更好着色地理考过	2	0.934301
下面的人好	2	0.797225
2024高考一本加油	2	0.99638
元气森林	2	0.981372
哭了哇哇哇哇	2	0.887618
孔庙祈福	2	0.998793
厨王争霸	2	0.902815
高考必胜	2	0.953817
欢迎来山东玩	2	0.995524
山东省会是济南济南	2	0.983201
即墨实验	1	0.624409
作为一个山东人我真的泪目了	2	0.0848918
西边滴太阳就要落山了微山湖上静悄悄	2	0.231852
滨州邹平欢迎您	2	0.982081
滨州邹平欢迎您	2	0.982081
自由呼吸自在荣成	2	0.990223
古老大地	2	0.933897
邹平欢迎您	2	0.980637
真·航拍轻轨	2	0.236773
官方吐槽几秒后开始	0	0.971896
果然还是青岛啤酒	0	0.13103
这个真是支出有点大耗功夫	0	0.968769
荻花洲这个老原神了	2	0.56893
五岳独尊	2	0.97365
地理题目	2	0.753292
简单来说就是要会风水	2	0.29193
枣庄难道不配吗	0	0.936466
滨州也没有别说了	0	0.944299
全体起立	2	0.395662
海	2	0.950904
看的我想玩农场游戏了	2	0.797977
搞笑了	0	0.994189
来到大县城	2	0.823495
东昌府	2	0.751468
济南蚌埠住了表示第一个不是就罢了没想到第二个都不是	0	0.921968
我还没有葱高	0	0.918383
云梦莲花坞	2	0.921046
潍坊是风筝之都	2	0.920371
可以上去玩吗	2	0.907535
祝我考试100分	2	0.897964
我到时候戴个绿头鱼	2	0.837737
浪漫	2	0.99969
居庸关:你礼貌吗	0	0.888373
密麻麻石蜡	2	0.604154
花石是花岗岩青岛盛产花岗岩	2	0.564029
物理融合	2	0.985251
这种景象相当于南美洲南部太平洋和大西洋交界线	0	0.13743
有没有哥斯拉	0	0.626042
沙门岛	1	1
2024中国传媒大学	2	0.872388
上西天就简单多了	2	0.645847
山东济宁鱼台县	2	0.810492
临清钞关	2	0.321497
环城湖	2	0.955043
烧了	1	0.291088
渮泽不配啊	0	0.974703
渮泽呢	2	0.144435
山东都是吃的	2	0.96693
都是梦破碎的声音	0	0.86486
自信点建国70多年山东有50多年中国第一	2	0.971664
每日马拉松	2	0.990304
2023高考棒	2	0.997695
2023高考必胜	2	0.91988
费油飞法	0	0.464778
酷酷酷	2	0.999597
2024高考棒20分	2	0.994105
好客山东欢迎您	2	0.979558
分班重点班	2	0.852184
马思唯崂山道士哈哈哈哈哈哈哈	2	0.794814
哈哈哈哈不行了笑死了	0	0.552975
群魔乱舞	2	0.910421
高考顺利	2	0.999286
荣成+天鹅=鹅城	2	0.818643
豹突泉今天豹突了吗	0	0.197799
聊城YYDS	2	0.625189
直升机那我走	2	0.926099
前几天爬完泰山接着去了三孔	2	0.877627
地理题的DNA苏醒了	2	0.681299
学习顺利身体健康开开心心高考加油	2	0.999786
2023高考加油	2	0.996134
2024高考加油	2	0.997467
德州说不出的苦	0	0.221884
平民已消遣不起	0	0.953797
25年高考双一流	2	0.997814
泰山奶奶高考保佑	2	0.964193
泉城欢迎你	2	0.99391
临沂	2	0.932099
经过临沂	2	0.883464
临沂没排面	0	0.305231
淄博淄博淄博	2	0.784504
大山东啊	2	0.885589
山东yyds	2	0.757365
欧皇降临逢考必过成功上岸	2	0.986453
滨州SYX	2	0.718826
山东济南	2	0.967032
欢迎报考潍坊文昌中学	2	0.980696
人杰地灵	2	0.999681
战略生物反潜基地	2	0.971823
哼哼啊～～	0	0.120698
台儿庄古城我的家	2	0.99731
啊啊啊台儿庄古城	2	0.965163
哟西	2	0.926786
好喜欢	2	0.999895
谁的马上天了	0	0.791864
小胖子哈哈哈哈好可爱小小胖子哈哈哈哈好可爱胖子哈哈哈哈好可爱	2	0.999925
小胖子哈哈哈哈好可爱	2	0.999811
小胖子	2	0.983712
人大冲冲冲	2	0.800827
不如葱	0	0.997046
我连个菜都不如	0	0.998555
盐影盘	2	0.694256
我说咋有沙子	0	0.955998
怎么音效这么差	0	0.999944
青岛啤酒一瓶雪花带你闯天涯青岛啤酒一瓶雪花带你闯天涯青岛啤酒一瓶雪花带你闯天涯	2	0.392736
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈	1	0.848008
青岛啤酒一瓶雪花带你闯天涯青岛啤酒一瓶雪花带你闯天涯青岛啤酒一瓶雪花带你闯天涯青岛啤酒一瓶雪花带你闯天涯青岛啤酒一瓶雪花带你闯天涯青岛啤酒一瓶雪花带你闯天涯	2	0.323236
公主	2	0.993967
啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对	0	0.235974
啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对	0	0.235974
啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对	0	0.235974
啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对	0	0.235974
啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对啊对对对	0	0.235974
啊对对对啊对对对啊对对对啊对对对啊对对对	0	0.0504099
啊对对对	1	0.461378
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哼哼唧唧哈	2	0.801232
济南呢	2	0.943705
东营人狂喜	2	0.813119
欢迎来山东	2	0.990353
哇	2	0.914581
上集刚说完黄山归来不看岳	2	0.398382
滨州人嘿嘿嘿滨州人来噜	2	0.962376
海豹你才像狗哈哈哈	0	0.716681
哈哈哈吓大家一跳哈哈	2	0.989166
崂山不倒我不倒雪花不飘我不飘	0	0.558856
省实验高一路过、	2	0.307888
莱芜	2	0.768226
齐长城莱芜也有	2	0.869958
上岸	2	0.588575
上岸加油	2	0.997521
寿光人报道哈哈哈哈	2	0.874494
哈哈哈哈狗	0	0.644588
像极了摆烂的我	2	0.233068
进度条过半	0	0.0954851
2024高考必胜	2	0.916544
好像水墨画	2	0.820174
舌尖:你没完了是叭	2	0.343366
好客山东欢迎大家	2	0.983133
看不见我	0	0.845709
看不见我	0	0.845709
看不见我	0	0.845709
泰安人来了	2	0.540644
冠绝齐鲁万笏朝天	2	0.9489
风湿警告	0	0.938344
这些人用不用交过路费啊哈哈	2	0.923249
临淄中学	2	0.861346
临淄中学	2	0.861347
事巧克力 悲	1	0.772471
比如说日本岛	2	0.498835
人快抓住我我要起飞了	2	0.948703
疯筝	1	1
是投在日本长崎的胖子吗	0	0.72096
蓬莱阁没出现	0	0.72188
恐庙	1	1
孔龙	2	0.982995
青岛干了十分钟	2	0.289313
泰山上送外卖一个敢点一个敢送	0	0.749818
难以抵达	0	0.941707
防潜网	1	1
蓝翔	2	0.652622
再拉出来	0	0.960331
所过之处寸草不生	2	0.874418
拍卖	2	0.682727
阿姨们打劫	0	0.979994
公猪	0	0.392973
关羽我才过五关	2	0.327425
牢山	2	0.966989
战舰出征	2	0.853528
德国慕尼黑啤酒节	2	0.925277
聊城一中	1	1
历史生激动了	2	0.998545
哥哥哥哥	2	0.989129
家没了哈哈	2	0.788182
出门一趟回家家没了	1	0.38064
摆滥河	0	0.9692
记笔记	2	0.902875
磕头磕头磕头	1	0.0573277
金榜题名	2	0.879751
会当凌绝顶一览众山小	2	0.98735
考点	2	0.968004
2024年高考加油	2	0.999759
临邑一中	2	0.854583
美爆了	2	0.999907
投币	0	0.647495
大河之水天上来	2	0.884658
欲穷千里目更上一层楼	2	0.994785
误入藕花深处争渡争渡惊起一滩鸥鹭	2	0.816371
高考加油	2	0.999759
会当凌绝顶一览众山小	2	0.98735
所过之处寸草不生2333	2	0.932666
童话啊哈哈	2	0.999776
啊啊啊啊啊	0	0.744878
哦啊	2	0.519944
孔子登东山而小鲁登泰山而小天下	2	0.940568
23上岸上岸	2	0.511381
待日出于泰山之巅你与我皆会满目云生、金光围绕	2	0.98461
峡山二中	2	0.298511
大青岛	2	0.9877
济宁	2	0.455325
你好趵突泉	2	0.978554
有那味了	2	0.41578
有那味了	2	0.41578
夏天千万别来热	0	0.327112
铁琵琶什么鬼	0	0.988261
山东大聊城	2	0.950678
2023考上一所好大学	2	0.989125
考上一所好大学	2	0.99696
2022届安徽中考生表明若提前看了这玩意历史那道题也不会错孔子山东人呜呜呜	2	0.958379
东营	2	0.812304
眼影盘欸好好看啊	2	0.999859
陈天润姚昱辰平安出道	2	0.993045
宋亚轩哈哈哈哈哈哈等等我	2	0.86096
滨州打卡	2	0.959597
博兴的等等我	2	0.353672
我家住长清齐长城遗址旁边	2	0.891934
必须长清万dei	2	0.614727
BGM哒篾哒篾～	2	0.976897
张大霞	2	0.987578
地膜好不环保自然熟的苹果不好吃吗	0	0.847977
撅撅撅	2	0.711877
2023高考加油	2	0.996134
2023成功上岸	2	0.816717
我爱曲阜	2	0.99388
噜啦啦噜啦啦	2	0.933314
wsad	1	1
混入其中	2	0.26972
写观后感	2	0.78641
高考加油金榜题名	2	0.996054
扑棱鹅子	2	0.561283
山东能讲的太多了50分钟只能草草说一下	0	0.986697
2024高考顺利天津外国语大学等我	2	0.973782
行尊人礼心向苍穹	2	0.984048
民族英雄邓世昌	2	0.995645
寿光人含泪离开	0	0.677562
权力是一时的文化是永恒的	2	0.0565287
山东东西太多介绍的太笼统了	0	0.798581
青岛面积比济南大多了怎么比	1	0.53484
站着喝不算	1	0.285701
章丘人来了	2	0.565643
荻花洲	2	0.923514
官方玩梗最为致命	2	0.0154052
趵突泉管好你自己	1	0.646243
巜一不小心	2	0.530998
台儿庄大捷	2	0.886391
海灯节	2	0.853444
瞬间变为动物世界	2	0.988727
可可爱爱	2	0.957134
黄渤海分界线	2	0.878348
造型朴素	2	0.725974
时空之门	2	0.92619
刚从泰山下来腰酸背痛腿抽筋	2	0.899021
泰山挑山工	2	0.903038
稳如泰山	2	0.648049
泰安人狂喜	2	0.8603
泰安人前来报到	2	0.921605
水雷	2	0.759048
威化饼干	2	0.921995
舌尖上的航拍	2	0.994278
牛顿快乐树	2	0.918687
烟台苹果好吃\^O^/	2	0.99172
煎饼卷大葱	2	0.309837
我还没有大葱高	0	0.929599
寿光大棚	2	0.637319
眼影盘	2	0.964036
泰安	2	0.866732
趵突泉里常开锅就是不能蒸馍馍	2	0.562351
威～～武～～	2	0.948721
生长的大桥	2	0.973076
交警:来业务了	0	0.608567
蜘蛛侠	2	0.999058
山东济南	2	0.967032
烟台	2	0.982165
跑过几趟舒舒又服服	0	0.87
一览众山小	2	0.998005
我来菏泽观赏牡丹	2	0.99165
山东省新泰市第一中学报到	2	0.608994
泉城中学路过	2	0.880924
崂山可乐	2	0.396456
威海银待哪都威海银	2	0.357351
我沂源	2	0.68629
一群闲鱼唉	0	0.996235
海灯节不至于哈	1	0.92721
滨州滨州	2	0.879243
旭旭宝宝之家	2	0.993947
礼貌你今天趵突泉了吗	1	0.636222
铁锅炖大鹅	2	0.835435
我也是东营的	2	0.600306
据考据武大郎身高一米六	2	0.557099
黄河入海我们回家	2	0.989792
说风景的等会就有	2	0.229587
呜呜呜日照呢	2	0.631633
威化饼干	2	0.921995
这个地图是用什么软件制作的啊	0	0.545308
全体起立	2	0.395662
红起来	2	0.93538
古朴典雅	2	0.985993
淄博排面	2	0.730562
泪目	2	0.976392
孔子保佑高考棒00	2	0.999091
考研上岸	2	0.964439
我家	2	0.998582
安丘二中	2	0.871027
青岛青岛青岛青岛青岛青岛青岛青岛青岛	2	0.959625
胶实和一中欢迎大家报考	2	0.973379
从小北方去南方上大学惊奇南方的房子竟然不是红顶	0	0.842902
不去孔子老家看看吗	0	0.972264
13级聊大报道	2	0.251948
鱼豆腐块 bushi	0	0.0430226
美国潜艇表示很淦	2	0.372727
郯城人狂喜哇哇哇	2	0.95273
太牛了这个文案	0	0.231222
真的比人都高……	2	0.24267
真的比人都高……	2	0.24267
我家人开始看	2	0.986158
中考加油	2	0.999783
行尊人理心向苍穹	2	0.977214
天海一线异色	2	0.854894
23我必上岸	2	0.948699
救命太美了	2	0.995947
山大山大等着我	2	0.985305
趵突泉今天趵突了吗	2	0.12516
小北湖路过	2	0.940619
好美	2	0.999972
2024高考上岸	2	0.948901
知识点	2	0.993865
美丽青岛我的家哈哈哈哈哈哈	2	0.99976
济宁实验中学2021级报道	2	0.538844
地理年级第三感谢航拍中国	2	0.995612
高考加油	2	0.999759
我聊城	2	0.912998
潍坊一中	2	0.93307
鸡条	0	0.138977
家里蹲大学	2	0.964034
潍坊一中	2	0.93307
棒	2	0.999764
怎么全是食物	0	0.957824
B友们先吃 doge	2	0.747683
甘草块	1	0.333728
bgm满分	2	0.999765
遇到校友了	2	0.669352
柯西变焦	0	0.109964
济阳啊啊啊	2	0.465661
山东潍坊的	2	0.827805
临沂人狂喜	2	0.861293
“中心”这个词我听的都心颤了	0	0.637987
快看蓝色的大海	2	0.995087
壮哉我big山东	2	0.975902
2022年回来的表示已经有中国空间站造型风筝对接了	2	0.864989
来郯城李庄吃馓子嘿嘿嘿	2	0.759628
欢迎来临沂喝糁	2	0.974422
好客山东欢迎您	2	0.979558
好客山东欢迎您	2	0.979558
why	0	0.962139
为什么不去阳谷	0	0.968466
以后的中考大捷	2	0.96775
红茶	2	0.958951
巧克力大地	2	0.94418
崂山可乐	2	0.396456
淄博淄博	2	0.861199
好客山东欢迎您	2	0.979558
四面荷花三面柳一城山色半城湖	2	0.948755
大淄博都没提	0	0.897584
山东:山美水美人更美美食美酒美人心	2	0.991655
在潍坊万物皆可飞	2	0.986891
都说山东土敢问你们美不美	0	0.944784
泰山保安康	2	0.976683
好客山东欢迎各方宾客山东吃不穷吃不夸所以才做战备省	2	0.42858
山东人能吃能喝所以才张的高才有山东大汉之称平均身高男1.7棒女1.棒9	2	0.893779
鸭子乱入	0	0.976551
海灯节	2	0.853444
烟台是我没错”	2	0.993794
小可爱妈妈摸摸	2	0.993943
卡哇伊	2	0.999632
恐高症瑟瑟发抖	2	0.688006
24中考必胜	2	0.954404
契约已成那个原来你也玩原神	2	0.749949
快截图啊兄弟盟	0	0.617746
2024中考加油	2	0.99791
阴阳割昏晓	0	0.884026
杜甫快乐山	2	0.926706
舌尖上的中国	2	0.994524
老家烟台的	2	0.985161
烟台yyds	2	0.80096
烟台yyds	2	0.80096
烟台烟台排面啊啊啊	2	0.783422
交警快乐节	2	0.873778
俺是山东的山东烟台的	2	0.862614
山东人的自豪	2	0.985851
章丘人报道	2	0.523252
可惜距离江苏越来越远了	2	0.631566
济宁	2	0.455325
猫粮冻干	2	0.752442
所以我在济南生活这么久就光做过公交没做过地铁哈哈哈	2	0.85757
孟姜女哭的就是齐长城	2	0.912476
在高速路旁边哈哈哈	2	0.912002
到济南了	2	0.923058
哈哈哈	2	0.998853
考研上岸	2	0.96444
辛苦了	2	0.979284
崂山啤酒	2	0.386007
中华泰山天下泰安	2	0.945889
济宁	2	0.455325
泗水二中	2	0.743122
潍坊排面	2	0.864184
潍坊排面	2	0.864184
潍坊排面	2	0.864184
2023中考加油	2	0.997111
潍坊不配拥有姓名	2	0.0366835
进面	2	0.596039
大山东～	2	0.952949
聊城	2	0.904653
鲁西会有吗	0	0.718865
那个西门大官人呢还有那个潘金莲儿呢	2	0.343505
烟台大学毕业整整20年了	2	0.960634
哈哈哈哈哈哈别管我	2	0.981992
海狗	2	0.747536
北师大青岛附校报道	2	0.836152
青岛人报道	2	0.78457
青岛YYDS	2	0.874303
牛逼	2	0.986921
济宁实验初中报到	2	0.614972
荡胸生层云决眦入归鸟	2	0.890918
胶州三中报道	2	0.507078
快看下面	2	0.938295
地价好高啊	1	0.338228
济南市东营区	2	0.455804
济南有很多直饮水点直接喝泉水	2	0.962721
黑	0	0.982598
看吐槽济南地铁来的	0	0.766506
弹起我心爱的土琵琶	2	0.988912
毕业时它刚建好没来得及去看看	2	0.911991
脸基尼的开始哈哈哈哈哈哈哈哈哈哈哈哈哈哈	2	0.809185
动漫既视感	2	0.939813
真的好好看	2	0.999804
崂山可乐	2	0.396456
我们语文老师是青岛的	2	0.976179
如果风筝线把无人机给缠上	0	0.954746
这么多新泰的	2	0.433768
曲阜我家	2	0.981781
曲阜排面	2	0.83518
在甘肃上学的孩子好想家啊	2	0.872886
泰山最壮观的景得在后山方向看	2	0.98304
大济宁	2	0.927419
浩客山东欢迎欢迎您doge	2	0.731681
可乐	1	0.515946
济宁	2	0.455325
鲁西南:	2	0.983933
黄河入海口更好看	2	0.992539
还有055的	2	0.956157
我的淄博呢	2	0.835415
哈	2	0.979908
哈哈哈哈哈哈	2	0.914082
哈哈哈哈	2	0.975279
红瓦绿树碧海蓝天	2	0.986454
德州:希望他北跨的步子小点	2	0.852002
种地比山东强的水产没山东强水产比山东强的种地没山东强	1	0.53207
我的天啊这是什么仙境	2	0.726961
居然有点像迷宫	0	0.887944
哇好漂亮	2	0.999868
我家就在孔府孔庙旁边站路上就能看到	2	0.887942
好美	2	0.999972
一不小心	0	0.309656
致敬挑山工	2	0.999491
